event_id,cause_type,region_origin,affected_nationality,affected_missing,affected_dead,region_incident,date_reported,meta_source_name,meta_source_reliability,geo_lat,geo_lon
134689,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,9,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,17.584472656,33.442504883
134690,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,19/03/2016,Regional Mixed Migration Secretariat,,20.697692871,25.13671875
134691,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,15.535888672,32.639709473
134692,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.019470215,35.376708984
134693,Starvation Suffocation Excessive_physical_abuse,Horn of Africa (P),,,5,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,30.794921875,33.178710937
134694,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,24.188476562,32.497680664
134695,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.016906738,35.411071777
134696,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,21,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,20.286071777,24.279907227
134697,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,11.985900879,24.877319336
134698,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,26.987121582,14.411315918
134699,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.031494141,24.907287598
134700,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,11,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,21.026306152,23.269104004
134701,Shot_or_Stabbed,Horn of Africa (P),,,5,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,15.413085937,32.717285156
134702,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.958679199,36.147521973
134703,Starvation,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.015075684,35.380126953
134704,Vehicle_Accident,Horn of Africa (P),,,10,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,20.368530273,23.928283691
134705,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,30.240478516,20.195678711
134706,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.960327148,36.150085449
134707,Starvation,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,26.960876465,14.491699219
134708,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,8,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,21.92590332,24.038085937
134709,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,24/03/2016,Regional Mixed Migration Secretariat,,21.800476074,31.388305664
134710,Shot_or_Stabbed,Horn of Africa (P),,,3,North Africa,29/03/2016,Regional Mixed Migration Secretariat,,23.284912109,32.453674316
134711,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,31/03/2016,Regional Mixed Migration Secretariat,,1.231689453,42.707702637
134712,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,31/03/2016,Regional Mixed Migration Secretariat,,0.491088867,42.782104492
134713,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,5,North Africa,08/04/2016,Regional Mixed Migration Secretariat,,19.063720703,33.958679199
134714,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,7,North Africa,08/04/2016,Regional Mixed Migration Secretariat,,23.811279297,32.684326172
134715,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,13/04/2016,Regional Mixed Migration Secretariat,,30.584106445,32.783325195
134716,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,16/04/2016,Regional Mixed Migration Secretariat,,19.250488281,34.112487793
134717,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,16/04/2016,Regional Mixed Migration Secretariat,,19.737304687,33.25567627
134718,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,18/04/2016,Regional Mixed Migration Secretariat,,6.763671875,40.28692627
134719,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,1,Horn of Africa,18/04/2016,Regional Mixed Migration Secretariat,,8.214904785,47.307128906
134720,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,18/04/2016,Regional Mixed Migration Secretariat,,15.482727051,32.555908203
134721,Other,Horn of Africa (P),,,1,Sub-Saharan Africa,19/04/2016,Regional Mixed Migration Secretariat,,-4.574707031,39.221313477
134722,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,19/04/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134723,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,19/04/2016,Regional Mixed Migration Secretariat,,24.07232666,32.794311523
134724,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,20/04/2016,Regional Mixed Migration Secretariat,,20.716674805,34.211486816
134725,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation Sexual_abuse,Horn of Africa (P),,,2,North Africa,20/04/2016,Regional Mixed Migration Secretariat,,29.550292969,31.459472656
134726,Vehicle_Accident Other,Horn of Africa (P),,,5,North Africa,20/04/2016,Regional Mixed Migration Secretariat,,21.799072266,31.371276855
134727,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,3,North Africa,20/04/2016,Regional Mixed Migration Secretariat,,19.536499023,33.237121582
134728,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,North Africa,21/04/2016,Regional Mixed Migration Secretariat,,15.500671387,32.559875488
134729,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,21/04/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134730,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,21/04/2016,Regional Mixed Migration Secretariat,,24.088928223,32.899902344
134731,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,21/04/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134732,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,3,North Africa,21/04/2016,Regional Mixed Migration Secretariat,,24.280700684,32.720092773
134733,Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa (P),,,2,North Africa,13/05/2016,Regional Mixed Migration Secretariat,,21.705688477,24.087524414
134734,Sickness_and_lack_of_access_to_medicines Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,15/05/2016,Regional Mixed Migration Secretariat,,20.260681152,31.044677734
134735,Harsh_weather_lack_of_adequate_shelter Suffocation Vehicle_Accident,Horn of Africa (P),,,6,North Africa,15/05/2016,Regional Mixed Migration Secretariat,,19.536499023,33.237121582
134736,Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,15/05/2016,Regional Mixed Migration Secretariat,,24.112487793,32.990905762
134737,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/05/2016,Regional Mixed Migration Secretariat,,9.312683105,42.122680664
134738,Vehicle_Accident,Horn of Africa (P),,,2,Horn of Africa,18/05/2016,Regional Mixed Migration Secretariat,,14.024291992,35.368713379
134739,Excessive_physical_abuse,Horn of Africa (P),,,1,North Africa,19/05/2016,Regional Mixed Migration Secretariat,,23.311279297,21.856872559
134740,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,2,Sub-Saharan Africa,19/05/2016,Regional Mixed Migration Secretariat,,-9.234313965,38.316711426
134741,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,3,North Africa,19/05/2016,Regional Mixed Migration Secretariat,,19.535705566,33.320678711
134742,Other,Horn of Africa (P),,,9,North Africa,20/05/2016,Regional Mixed Migration Secretariat,,15.344299316,32.834899902
134743,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,21/05/2016,Regional Mixed Migration Secretariat,,20.989318848,25.175292969
134744,Other,Horn of Africa (P),,,5,North Africa,21/05/2016,Regional Mixed Migration Secretariat,,24.870117187,32.895874023
134745,Vehicle_Accident,Horn of Africa (P),,,1,North Africa,22/05/2016,Regional Mixed Migration Secretariat,,21.799072266,31.371276855
134746,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,22/05/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134747,Sickness_and_lack_of_access_to_medicines Dehydration Vehicle_Accident,Horn of Africa (P),,,1,North Africa,22/05/2016,Regional Mixed Migration Secretariat,,24.280700684,32.720092773
134748,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,22/05/2016,Regional Mixed Migration Secretariat,,0.515075684,42.075683594
134749,Excessive_physical_abuse,Horn of Africa (P),,,3,North Africa,02/06/2016,Regional Mixed Migration Secretariat,,29.50012207,34.00012207
134750,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,04/06/2016,Regional Mixed Migration Secretariat,,16.238891602,32.764892578
134751,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,04/06/2016,Regional Mixed Migration Secretariat,,17.216674805,32.652099609
134752,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,08/06/2016,Regional Mixed Migration Secretariat,,15.162475586,36.443115234
134753,Shot_or_Stabbed,Horn of Africa (P),,,2,Horn of Africa,09/06/2016,Regional Mixed Migration Secretariat,,2.722106934,44.473693848
134754,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,North Africa,10/06/2016,Regional Mixed Migration Secretariat,,18.4375,33.463317871
134755,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,11/06/2016,Regional Mixed Migration Secretariat,,9.356872559,42.795471191
134756,Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,11/06/2016,Regional Mixed Migration Secretariat,,22.337097168,31.625671387
134757,Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,3,North Africa,11/06/2016,Regional Mixed Migration Secretariat,,18.737121582,33.81048584
134758,Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,11/06/2016,Regional Mixed Migration Secretariat,,19.535705566,33.320678711
134759,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,12/06/2016,Regional Mixed Migration Secretariat,,9.312683105,42.122680664
134760,Excessive_physical_abuse,Horn of Africa (P),,,1,North Africa,13/06/2016,Regional Mixed Migration Secretariat,,14.098876953,33.225708008
134761,"Sickness_and_lack_of_access_to_medicines, Dehydration",Horn of Africa (P),,,1,Horn of Africa,14/06/2016,Regional Mixed Migration Secretariat,,9.525878906,45.534729004
134762,"Harsh_weather_lack_of_adequate_shelter, Suffocation, Excessive_physical_abuse, Sexual_abuse",Horn of Africa (P),,,2,North Africa,14/06/2016,Regional Mixed Migration Secretariat,,19.547302246,33.144287109
134763,Sickness_and_lack_of_access_to_medicines Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,14/06/2016,Regional Mixed Migration Secretariat,,22.422729492,31.611877441
134764,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,15/06/2016,Regional Mixed Migration Secretariat,,15.500671387,32.559875488
134765,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,15/06/2016,Regional Mixed Migration Secretariat,,17.702697754,34.041687012
134766,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,17/06/2016,Regional Mixed Migration Secretariat,,15.75567627,32.66192627
134767,Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,11,North Africa,17/06/2016,Regional Mixed Migration Secretariat,,23.944702148,32.681518555
134768,Shot_or_Stabbed,Horn of Africa (P),,,2,Horn of Africa,17/06/2016,Regional Mixed Migration Secretariat,,15.609924316,37.336730957
134769,"Sickness_and_lack_of_access_to_medicines, Starvation, Dehydration, Excessive_physical_abuse, Sexual_abuse",Horn of Africa (P),,,4,North Africa,17/06/2016,Regional Mixed Migration Secretariat,,23.921325684,32.637512207
134770,"Sickness_and_lack_of_access_to_medicines, Dehydration",Horn of Africa (P),,,1,Horn of Africa,20/06/2016,Regional Mixed Migration Secretariat,,9.469726562,45.612915039
134771,Vehicle_Accident,Horn of Africa (P),,,1,Horn of Africa,20/06/2016,Regional Mixed Migration Secretariat,,12.952880859,36.155273437
134772,Vehicle_Accident,Horn of Africa (P),,,1,North Africa,20/06/2016,Regional Mixed Migration Secretariat,,23.839477539,32.675476074
134773,Harsh_weather_lack_of_adequate_shelter Suffocation Vehicle_Accident,Horn of Africa (P),,,3,North Africa,20/06/2016,Regional Mixed Migration Secretariat,,17.790893555,34.016479492
134774,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,20/06/2016,Regional Mixed Migration Secretariat,,18.016906738,34.010681152
134775,Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,20/06/2016,Regional Mixed Migration Secretariat,,23.754699707,32.852905273
134776,Harsh_weather_lack_of_adequate_shelter Vehicle_Accident,Horn of Africa (P),,,5,North Africa,20/06/2016,Regional Mixed Migration Secretariat,,19.616699219,29.633483887
134777,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,9,North Africa,21/06/2016,Regional Mixed Migration Secretariat,,21.586120605,31.567687988
134778,Shot_or_Stabbed,Horn of Africa (P),,,1,Sub-Saharan Africa,23/06/2016,Regional Mixed Migration Secretariat,,-14.389099121,34.3203125
134779,Vehicle_Accident,Horn of Africa (P),,,2,Sub-Saharan Africa,24/06/2016,Regional Mixed Migration Secretariat,,-9.335083008,32.754882812
134780,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,02/07/2016,Regional Mixed Migration Secretariat,,15.811523437,32.628479004
134781,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,06/07/2016,Regional Mixed Migration Secretariat,,15.145507812,36.494689941
134782,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,06/07/2016,Regional Mixed Migration Secretariat,,24.031677246,32.921875
134783,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,07/07/2016,Regional Mixed Migration Secretariat,,18.260681152,33.978881836
134784,Harsh_weather_lack_of_adequate_shelter Vehicle_Accident,Horn of Africa (P),,,4,North Africa,09/07/2016,Regional Mixed Migration Secretariat,,15.647705078,32.480712891
134785,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,09/07/2016,Regional Mixed Migration Secretariat,,17.712890625,34.044677734
134786,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,3,North Africa,09/07/2016,Regional Mixed Migration Secretariat,,16.194885254,32.695678711
134787,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Sub-Saharan Africa,12/07/2016,Regional Mixed Migration Secretariat,,-11.807495117,34.644287109
134788,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,5,North Africa,12/07/2016,Regional Mixed Migration Secretariat,,21.931091309,31.446289062
134789,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,3,North Africa,12/07/2016,Regional Mixed Migration Secretariat,,20.017883301,31.871276855
134790,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,12/07/2016,Regional Mixed Migration Secretariat,,15.647705078,32.480712891
134791,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa (P),,,6,North Africa,14/07/2016,Regional Mixed Migration Secretariat,,21.663879395,31.437927246
134792,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa (P),,,2,North Africa,14/07/2016,Regional Mixed Migration Secretariat,,17.914123535,34.003112793
134793,Vehicle_Accident,Horn of Africa (P),,,1,North Africa,16/07/2016,Regional Mixed Migration Secretariat,,18.183105469,34.031311035
134794,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,17/07/2016,Regional Mixed Migration Secretariat,,8.545715332,47.434692383
134795,Vehicle_Accident Shot_or_Stabbed,Horn of Africa (P),,,3,Horn of Africa,18/07/2016,Regional Mixed Migration Secretariat,,9.405700684,45.68927002
134796,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa (P),,,3,North Africa,18/07/2016,Regional Mixed Migration Secretariat,,17.671875,34.008483887
134797,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Vehicle_Accident Sexual_abuse,Horn of Africa (P),,,4,North Africa,19/07/2016,Regional Mixed Migration Secretariat,,19.535705566,33.320678711
134798,Other,Horn of Africa (P),,,1,North Africa,19/07/2016,Regional Mixed Migration Secretariat,,-9.316589355,33.700073242
134799,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,20/07/2016,Regional Mixed Migration Secretariat,,9.578308105,41.863891602
134800,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,20/07/2016,Regional Mixed Migration Secretariat,,8.408081055,48.49432373
134801,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,20/07/2016,Regional Mixed Migration Secretariat,,15.500671387,32.559875488
134802,Starvation Dehydration Suffocation Excessive_physical_abuse,Sub-Saharan Africa,,,2,North Africa,20/07/2016,Regional Mixed Migration Secretariat,Partially Verified,19.637878418,37.191101074
134804,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,21/07/2016,Regional Mixed Migration Secretariat,,21.11151123,34.276123047
134805,Harsh_weather_lack_of_adequate_shelter Suffocation Vehicle_Accident,Horn of Africa (P),,,6,North Africa,01/08/2016,Regional Mixed Migration Secretariat,,19.535705566,33.320678711
134806,Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa (P),,,6,North Africa,01/08/2016,Regional Mixed Migration Secretariat,,23.343505859,32.096313477
134807,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,3,North Africa,04/08/2016,Regional Mixed Migration Secretariat,,19.535705566,33.320678711
134808,"Sickness_and_lack_of_access_to_medicines, Dehydration, Harsh_weather_lack_of_adequate_shelter",Horn of Africa (P),,,1,North Africa,11/08/2016,Regional Mixed Migration Secretariat,,24.088928223,32.899902344
134809,Shot_or_Stabbed,Horn of Africa (P),,,2,Horn of Africa,11/08/2016,Regional Mixed Migration Secretariat,,15.702514648,36.98651123
134810,Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa (P),,,1,North Africa,11/08/2016,Regional Mixed Migration Secretariat,,14.098876953,33.225708008
134811,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,13/08/2016,Regional Mixed Migration Secretariat,,14.040283203,35.369873047
134812,Harsh_weather_lack_of_adequate_shelter Vehicle_Accident,Horn of Africa (P),,,2,North Africa,13/08/2016,Regional Mixed Migration Secretariat,,17.698120117,33.983276367
134813,Harsh_weather_lack_of_adequate_shelter Other,Horn of Africa (P),,,2,North Africa,14/08/2016,Regional Mixed Migration Secretariat,,19.485717773,30.903686523
134814,Sickness_and_lack_of_access_to_medicines Dehydration Suffocation,Horn of Africa (P),,,1,Horn of Africa,14/08/2016,Regional Mixed Migration Secretariat,,9.338684082,42.830688477
134815,Excessive_physical_abuse,Horn of Africa (P),,,2,North Africa,15/08/2016,Regional Mixed Migration Secretariat,,14.098876953,33.225708008
134816,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,15/08/2016,Regional Mixed Migration Secretariat,,19.357910156,33.441101074
134817,Sickness_and_lack_of_access_to_medicines Dehydration Suffocation,Horn of Africa (P),,,1,Horn of Africa,17/08/2016,Regional Mixed Migration Secretariat,,9.735107422,49.141296387
134818,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,7,North Africa,17/08/2016,Regional Mixed Migration Secretariat,,18.030700684,33.997680664
134819,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,3,North Africa,18/08/2016,Regional Mixed Migration Secretariat,,19.499694824,33.352722168
134820,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Vehicle_Accident Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,8,North Africa,18/08/2016,Regional Mixed Migration Secretariat,,23.107116699,31.939697266
134821,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,19/08/2016,Regional Mixed Migration Secretariat,,17.700683594,33.99407959
134822,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,1,North Africa,19/08/2016,Regional Mixed Migration Secretariat,,14.040283203,35.369873047
134823,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,2,North Africa,19/08/2016,Regional Mixed Migration Secretariat,,24.088928223,32.899902344
134824,Other,Horn of Africa (P),,,1,Sub-Saharan Africa,20/08/2016,Regional Mixed Migration Secretariat,,-8.924804688,32.00189209
134825,Dehydration,Horn of Africa (P),,,3,Sub-Saharan Africa,20/08/2016,Regional Mixed Migration Secretariat,,-11.672302246,39.566711426
134826,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Sub-Saharan Africa,21/08/2016,Regional Mixed Migration Secretariat,,-9.589782715,34.378295898
134827,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,21/08/2016,Regional Mixed Migration Secretariat,,2.50012207,42.329528809
134828,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,30/08/2016,Regional Mixed Migration Secretariat,,20.075073242,31.134094238
134829,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,02/09/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134830,Sickness_and_lack_of_access_to_medicines Dehydration Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa (P),,,1,North Africa,09/09/2016,Regional Mixed Migration Secretariat,,23.235107422,31.967529297
134831,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,09/09/2016,Regional Mixed Migration Secretariat,,19.507873535,33.358703613
134832,Other Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,15/09/2016,Regional Mixed Migration Secretariat,,11.145690918,42.712280273
134833,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,2,Horn of Africa,16/09/2016,Regional Mixed Migration Secretariat,,9.555480957,44.089111328
134834,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa (P),,,1,Horn of Africa,17/09/2016,Regional Mixed Migration Secretariat,,12.554321289,37.434692383
134835,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,North Africa,19/09/2016,Regional Mixed Migration Secretariat,,15.500671387,32.559875488
134836,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,19/09/2016,Regional Mixed Migration Secretariat,,14.040283203,35.369873047
134837,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,19/09/2016,Regional Mixed Migration Secretariat,,15.508483887,36.542480469
134838,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,19/09/2016,Regional Mixed Migration Secretariat,,17.700683594,33.99407959
134839,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,19/09/2016,Regional Mixed Migration Secretariat,,23.421081543,32.148681641
134840,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,20/09/2016,Regional Mixed Migration Secretariat,,14.040283203,35.369873047
134841,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Sexual_abuse,Sub-Saharan Africa,,,3,North Africa,20/09/2016,Regional Mixed Migration Secretariat,Partially Verified,29.495300293,34.000488281
134842,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,1,North Africa,20/09/2016,Regional Mixed Migration Secretariat,,-9.310180664,32.764526367
134843,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,7,North Africa,21/09/2016,Regional Mixed Migration Secretariat,,18.444885254,30.158874512
134844,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Sub-Saharan Africa,23/09/2016,Regional Mixed Migration Secretariat,,-0.455078125,39.651672363
134845,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,23/09/2016,Regional Mixed Migration Secretariat,,2.776672363,45.503479004
134846,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,23/09/2016,Regional Mixed Migration Secretariat,,-0.353820801,42.545471191
134847,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,03/10/2016,Regional Mixed Migration Secretariat,,9.356872559,42.795471191
134848,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,03/10/2016,Regional Mixed Migration Secretariat,,13.627929687,25.362121582
134849,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,03/10/2016,Regional Mixed Migration Secretariat,,12.086486816,32.922302246
134850,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,10/10/2016,Regional Mixed Migration Secretariat,,9.60748291,41.856323242
134851,Vehicle_Accident,Horn of Africa (P),,,30,North Africa,10/10/2016,Regional Mixed Migration Secretariat,,12.043884277,24.894897461
